Bin,Domain,Kingdom,Phylum,Class,Order,Family,Genus,Species,Plasmid ID
MAG_43,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Faecousia sp017936205,
MAG_430,,,,,,,,,
MAG_431,,,,,,,,,
MAG_432,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA738,,
MAG_433,,,,,,,,,
MAG_434,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_435,,,,,,,,,
MAG_436,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,,,
MAG_437,,,,,,,,,
MAG_438,,,,,,,,,
MAG_439,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,UBA1750,Spyradocola,,
MAG_44,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,,
MAG_440,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Ventricola,,
MAG_441,,,,,,,,,
MAG_442,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,,
MAG_443,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Heteroruminococcus,Heteroruminococcus sp017847995,
MAG_444,,,,,,,,,
MAG_445,,,,,,,,,
MAG_446,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,RGIG2066,,
MAG_447,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,UMGS1696,,
MAG_448,,,,,,,,,
MAG_449,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,RGIG3159,,
MAG_45,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_450,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,RGIG2066,,
MAG_451,,,,,,,,,
MAG_452,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_453,,,,,,,,,
MAG_454,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_455,,,,,,,,,
MAG_456,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1491,UMGS1491 sp017432165,
MAG_457,,,,,,,,,
MAG_458,,,,,,,,,
MAG_459,Bacteria,Bacteria,Firmicutes,Bacilli,RF39,UBA660,,,
MAG_46,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,Lawsonibacter sp905215425,
MAG_460,Bacteria,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,RGIG7179,RGIG7179 sp016302925,
MAG_461,Bacteria,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Copromorpha,,
MAG_462,Bacteria,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Traorella,,
MAG_463,,,,,,,,,
MAG_464,,,,,,,,,
MAG_465,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,SFTH01,,
MAG_466,,,,,,,,,
MAG_467,,,,,,,,,
MAG_468,,,,,,,,,
MAG_469,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_47,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,SFTH01,,
MAG_470,,,,,,,,,
MAG_471,,,,,,,,,
MAG_472,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Instestinimonas_A,Instestinimonas_A gabonensis,
MAG_473,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,RGIG4576,,
MAG_474,,,,,,,,,
MAG_475,,,,,,,,,
MAG_476,,,,,,,,,
MAG_477,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA5905,,
MAG_478,,,,,,,,,
MAG_479,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sp015060705,
MAG_48,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Merdiplasma,,
MAG_480,,,,,,,,,
MAG_481,Bacteria,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,,
MAG_482,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_483,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp002404795,
MAG_484,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_485,,,,,,,,,
MAG_486,,,,,,,,,
MAG_487,,,,,,,,,
MAG_488,,,,,,,,,
MAG_489,,,,,,,,,
MAG_49,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_490,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_491,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_492,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,RUG626,,
MAG_493,,,,,,,,,
MAG_494,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,Butyricimonas virosa,
MAG_495,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Anaerotignaceae,RGIG5631,,
MAG_496,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_497,,,,,,,,,
MAG_498,,,,,,,,,
MAG_499,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,SFTH01,,
MAG_5,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,RUG11247,,
MAG_50,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,UBA7173,UBA7173 sp900545955,
MAG_500,,,,,,,,,
MAG_501,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,SIG530,SIG530,SIG530 sp015067075,
MAG_502,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,,
MAG_503,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_504,,,,,,,,,
MAG_505,,,,,,,,,
MAG_506,,,,,,,,,
MAG_507,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_508,,,,,,,,,
MAG_509,,,,,,,,,
MAG_51,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,SIG598,SIG598 sp015065975,
MAG_510,,,,,,,,,
MAG_511,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-382,UMGS1307,UMGS1307 sp017436675,
MAG_512,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-382,SIG622,,
MAG_513,,,,,,,,,
MAG_514,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,HGM04593,HGM04593 sp017442185,
MAG_515,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_516,,,,,,,,,
MAG_517,,,,,,,,,
MAG_518,,,,,,,,,
MAG_519,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,UBA1750,Spyradocola,,
MAG_52,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,RGIG6097,,
MAG_520,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Bariatricus,,
MAG_521,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_522,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Borkfalkiaceae,UBA7597,,
MAG_523,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,RUG11247,,
MAG_524,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,,
MAG_525,,,,,,,,,
MAG_526,,,,,,,,,
MAG_527,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_528,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_529,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_53,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,,
MAG_530,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,,
MAG_531,Bacteria,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Mailhella,,
MAG_532,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_Q,Eubacterium_Q sp017634555,
MAG_533,,,,,,,,,
MAG_534,,,,,,,,,
MAG_535,,,,,,,,,
MAG_536,,,,,,,,,
MAG_537,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_538,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp003487665,
MAG_539,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_54,Bacteria,Bacteria,Firmicutes_A,Clostridia,UBA1381,UBA1381,RGIG1988,,
MAG_540,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_541,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,JAGTTR01,,
MAG_542,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Onthenecus,Onthenecus sp900199405,
MAG_543,Bacteria,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Mailhella,,
MAG_544,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_545,,,,,,,,,
MAG_546,,,,,,,,,
MAG_547,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,Dysosmobacter sp004558115,
MAG_548,,,,,,,,,
MAG_549,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Heteroscilispira,,
MAG_55,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,,,
MAG_550,,,,,,,,,
MAG_551,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,DTU072,CAG-1782,,
MAG_552,,,,,,,,,
MAG_553,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-552,UBA10677,,
MAG_554,,,,,,,,,
MAG_555,,,,,,,,,
MAG_556,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,RGIG6375,,
MAG_557,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_558,,,,,,,,,
MAG_559,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_56,Bacteria,Bacteria,Firmicutes_A,Clostridia,Eubacteriales,Eubacteriaceae,Pseudoramibacter,Pseudoramibacter fermentans,
MAG_560,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,SIG588,SIG588 sp015065885,
MAG_561,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,QALR01,,
MAG_562,Bacteria,Bacteria,Firmicutes,Bacilli,ML615J-28,CAG-698,,,
MAG_563,,,,,,,,,
MAG_564,,,,,,,,,
MAG_565,,,,,,,,,
MAG_566,Bacteria,Bacteria,Firmicutes_A,Clostridia,UBA1381,UBA1381,RGIG9115,,
MAG_567,,,,,,,,,
MAG_568,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Faecivivens,,
MAG_569,,,,,,,,,
MAG_57,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella,,
MAG_570,,,,,,,,,
MAG_571,,,,,,,,,
MAG_572,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,SFTH01,,
MAG_573,,,,,,,,,
MAG_574,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Fournierella,Fournierella pullicola,
MAG_575,,,,,,,,,
MAG_576,,,,,,,,,
MAG_577,,,,,,,,,
MAG_578,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum,,
MAG_579,Bacteria,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RGIG3701,RGIG3701 sp017939795,
MAG_58,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Fournierella,Fournierella excrementavium,
MAG_580,,,,,,,,,
MAG_581,,,,,,,,,
MAG_582,,,,,,,,,
MAG_583,,,,,,,,,
MAG_584,,,,,,,,,
MAG_585,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Ventricola,,
MAG_586,,,,,,,,,
MAG_587,,,,,,,,,
MAG_588,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,RUG626,,
MAG_589,Bacteria,Bacteria,Firmicutes_A,Clostridia,HGM11514,HGM11514,SIG438,,
MAG_59,,,,,,,,,
MAG_590,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,QALR01,QALR01 sp017937845,
MAG_591,,,,,,,,,
MAG_592,,,,,,,,,
MAG_593,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,UBA1242,UBA5489,,
MAG_594,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_595,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,UBA1242,HGM11367,,
MAG_596,Bacteria,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,,
MAG_597,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Bariatricus,,
MAG_598,Bacteria,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,,
MAG_599,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,,
MAG_6,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_60,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,,,
MAG_600,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_601,,,,,,,,,
MAG_602,,,,,,,,,
MAG_603,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Borkfalkiaceae,UBA1259,,
MAG_604,Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,RF32,CAG-977,UBA11549,UBA11549 sp900550445,
MAG_605,,,,,,,,,
MAG_606,,,,,,,,,
MAG_607,,,,,,,,,
MAG_608,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_609,,,,,,,,,
MAG_61,,,,,,,,,
MAG_610,,,,,,,,,
MAG_611,,,,,,,,,
MAG_612,,,,,,,,,
MAG_613,Bacteria,Bacteria,Firmicutes_A,Clostridia,UBA1381,UMGS1253,,,
MAG_614,,,,,,,,,
MAG_615,Bacteria,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,UBA1829,UBA11452,UBA11452 sp003526375,
MAG_616,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-382,UBA1206,UBA1206 sp000433115,
MAG_617,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,RUG806,,
MAG_618,Bacteria,Bacteria,Elusimicrobiota,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,UBA1436,,
MAG_619,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,RGIG3159,,
MAG_62,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_620,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Christensenellaceae,NSJ-63,NSJ-63 sp014384805,
MAG_621,,,,,,,,,
MAG_622,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,SFTH01,,
MAG_623,,,,,,,,,
MAG_624,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-382,RUG14179,RUG14179 sp017408325,
MAG_625,,,,,,,,,
MAG_626,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_627,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Pelethomonas,,
MAG_628,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_629,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_63,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,Intestinimonas butyriciproducens,
MAG_630,,,,,,,,,
MAG_631,,,,,,,,,
MAG_632,,,,,,,,,
MAG_633,,,,,,,,,
MAG_634,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,,,
MAG_635,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,RUG11247,,
MAG_636,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,UBA11524,,
MAG_637,Bacteria,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,,
MAG_638,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_639,Bacteria,Bacteria,Verrucomicrobiota,Kiritimatiellae,RFP12,UBA1067,UBA1731,,
MAG_64,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Fimadaptatus,,
MAG_640,,,,,,,,,
MAG_641,,,,,,,,,
MAG_642,Bacteria,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,Victivallis lenta,
MAG_643,,,,,,,,,
MAG_644,,,,,,,,,
MAG_645,,,,,,,,,
MAG_646,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_647,,,,,,,,,
MAG_648,,,,,,,,,
MAG_649,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_65,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_650,,,,,,,,,
MAG_651,,,,,,,,,
MAG_652,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Instestinimonas_A,Instestinimonas_A gabonensis,
MAG_653,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,,,
MAG_654,Bacteria,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,UBA1829,SIG77,,
MAG_655,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Borkfalkiaceae,Scatosoma,,
MAG_656,,,,,,,,,
MAG_657,,,,,,,,,
MAG_658,,,,,,,,,
MAG_659,,,,,,,,,
MAG_66,Bacteria,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Fimisoma,Fimisoma sp002320005,
MAG_660,,,,,,,,,
MAG_661,,,,,,,,,
MAG_662,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,JAAYOS01,,,
MAG_663,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA737,,
MAG_664,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,RGIG6375,,
MAG_665,Bacteria,Bacteria,Firmicutes_B,Dehalobacteriia,UBA4068,UBA5755,Avidehalobacter,,
MAG_666,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-177,CAG-177 sp017435385,
MAG_667,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,Firm-07,,
MAG_668,,,,,,,,,
MAG_669,,,,,,,,,
MAG_67,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Ventricola,,
MAG_670,,,,,,,,,
MAG_671,Bacteria,Bacteria,Firmicutes_A,Clostridia,UMGS1810,UMGS1810,SIG455,,
MAG_672,,,,,,,,,
MAG_673,,,,,,,,,
MAG_674,,,,,,,,,
MAG_675,,,,,,,,,
MAG_676,,,,,,,,,
MAG_677,,,,,,,,,
MAG_678,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Borkfalkiaceae,Scatosoma,,
MAG_679,,,,,,,,,
MAG_68,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_680,,,,,,,,,
MAG_681,Bacteria,Bacteria,Firmicutes_A,Clostridia,Monoglobales,Monoglobaceae,UMGS1820,,
MAG_682,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,RGIG8773,,
MAG_683,,,,,,,,,
MAG_684,,,,,,,,,
MAG_685,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,RUG612,,
MAG_686,,,,,,,,,
MAG_687,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_688,,,,,,,,,
MAG_689,,,,,,,,,
MAG_69,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella,,
MAG_690,,,,,,,,,
MAG_691,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,Limiplasma,,
MAG_692,,,,,,,,,
MAG_693,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Borkfalkiaceae,Scatosoma,,
MAG_694,,,,,,,,,
MAG_695,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,,
MAG_696,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,SFDP01,,
MAG_697,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,,
MAG_698,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,UBA1750,Spyradocola,,
MAG_699,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_7,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,,
MAG_70,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Christensenellaceae,NSJ-63,,
MAG_700,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminiclostridium_E,,
MAG_701,,,,,,,,,
MAG_702,,,,,,,,,
MAG_703,,,,,,,,,
MAG_704,,,,,,,,,
MAG_705,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_706,,,,,,,,,
MAG_707,,,,,,,,,
MAG_708,,,,,,,,,
MAG_709,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,RGIG1995,,
MAG_71,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,SIG483,,
MAG_710,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,,
MAG_711,,,,,,,,,
MAG_712,,,,,,,,,
MAG_713,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-382,SIG622,,
MAG_714,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_715,,,,,,,,,
MAG_716,,,,,,,,,
MAG_717,,,,,,,,,
MAG_718,,,,,,,,,
MAG_719,,,,,,,,,
MAG_72,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,Limivicinus sp003150355,
MAG_720,,,,,,,,,
MAG_721,,,,,,,,,
MAG_722,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,SFTH01,,
MAG_724,Bacteria,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp900556755,
MAG_725,,,,,,,,,
MAG_726,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,,
MAG_727,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_728,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,SIG644,SIG644 sp017452545,
MAG_729,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,,
MAG_73,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Lawsonibacter,,
MAG_730,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_731,,,,,,,,,
MAG_732,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-382,SIG622,,
MAG_733,,,,,,,,,
MAG_734,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,,
MAG_735,Bacteria,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,,
MAG_736,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,,
MAG_737,Bacteria,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,,
MAG_738,Bacteria,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-917,CAG-475,,
MAG_739,,,,,,,,,
MAG_74,Bacteria,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Holdemania sp900120005,
MAG_740,,,,,,,,,
MAG_741,,,,,,,,,
