Contig,Bin,Type
contig_57245,MAG_224,chromosome
contig_57249,MAG_1559,chromosome
contig_5725,MAG_208,chromosome
contig_57250,MAG_331,chromosome
contig_57252,MAG_281,unmapped
contig_57253,MAG_237,chromosome
contig_57260,MAG_242,chromosome
contig_57264,MAG_472,chromosome
contig_57266,MAG_1797,chromosome
contig_57268,Unbinned MAG,unmapped
contig_5727,MAG_788,chromosome
contig_57270,MAG_1507,chromosome
contig_57272,contig_57272,phage
contig_57273,MAG_124,chromosome
contig_57274,MAG_1737,unmapped
contig_57275,MAG_21,chromosome
contig_57276,Unbinned MAG,unmapped
contig_57278,MAG_132,chromosome
contig_57281,MAG_1783,chromosome
contig_57286,MAG_28,chromosome
contig_57287,MAG_18,chromosome
contig_57288,MAG_11,chromosome
contig_5729,MAG_351,chromosome
contig_57292,MAG_194,chromosome
contig_57293,MAG_577,unmapped
contig_57296,MAG_243,unmapped
contig_57297,MAG_146,chromosome
contig_57303,MAG_124,chromosome
contig_57304,MAG_134,chromosome
contig_57317,MAG_117,chromosome
contig_57326,MAG_1568,chromosome
contig_57327,MAG_8,chromosome
contig_57331,MAG_928,unmapped
contig_57333,MAG_713,chromosome
contig_57335,MAG_167,chromosome
contig_57336,MAG_296,chromosome
contig_57339,MAG_38,chromosome
contig_57342,MAG_52,chromosome
contig_57347,MAG_759,unmapped
contig_57348,MAG_147,chromosome
contig_57351,MAG_174,chromosome
contig_57352,MAG_206,chromosome
contig_57353,MAG_282,chromosome
contig_57359,MAG_202,chromosome
contig_5736,MAG_1273,chromosome
contig_57362,MAG_229,chromosome
contig_57372,MAG_126,chromosome
contig_57373,MAG_154,chromosome
contig_5738,MAG_701,unmapped
contig_57384,MAG_36,chromosome
contig_57390,MAG_531,chromosome
contig_57392,MAG_50,chromosome
contig_57404,MAG_100,chromosome
contig_57409,MAG_1626,chromosome
contig_57410,MAG_83,chromosome
contig_57418,MAG_617,chromosome
contig_57419,MAG_540,chromosome
contig_57424,MAG_635,chromosome
contig_57430,MAG_1135,chromosome
contig_57431,MAG_11,chromosome
contig_57432,MAG_390,chromosome
contig_57434,MAG_160,chromosome
contig_57436,MAG_60,chromosome
contig_57437,MAG_531,chromosome
contig_57438,MAG_1359,unmapped
contig_57439,MAG_418,chromosome
contig_5744,MAG_213,chromosome
contig_57442,contig_57442,phage
contig_57446,MAG_780,chromosome
contig_57448,MAG_1226,chromosome
contig_5745,MAG_98,chromosome
contig_57450,MAG_629,unmapped
contig_57451,contig_57451,phage
contig_57453,MAG_60,chromosome
contig_57456,MAG_155,chromosome
contig_57458,MAG_635,unmapped
contig_57459,MAG_1035,unmapped
contig_57461,MAG_1543,unmapped
contig_57463,MAG_608,chromosome
contig_57466,MAG_1320,chromosome
contig_57469,MAG_1040,chromosome
contig_5747,MAG_833,chromosome
contig_57470,MAG_1702,unmapped
contig_57472,MAG_1702,unmapped
contig_57473,MAG_1703,chromosome
contig_57478,MAG_21,chromosome
contig_57480,MAG_181,chromosome
contig_57481,MAG_44,chromosome
contig_57483,MAG_3,chromosome
contig_57485,Unbinned MAG,unmapped
contig_57490,contig_57490,phage
contig_57495,MAG_324,chromosome
contig_57496,MAG_43,chromosome
contig_57499,MAG_464,unmapped
contig_57501,MAG_1831,chromosome
contig_57503,MAG_431,unmapped
contig_57504,MAG_511,chromosome
contig_57506,MAG_135,chromosome
contig_57510,MAG_228,chromosome
contig_57513,contig_57513,phage
contig_57514,MAG_110,unmapped
contig_57515,MAG_230,chromosome
contig_57517,MAG_207,chromosome
contig_57526,MAG_1228,unmapped
contig_57528,MAG_243,chromosome
contig_57529,MAG_1517,chromosome
contig_57530,MAG_745,unmapped
contig_57531,MAG_220,unmapped
contig_57536,MAG_961,chromosome
contig_57537,MAG_477,chromosome
contig_57538,MAG_477,chromosome
contig_57539,MAG_1112,chromosome
contig_57541,MAG_1389,chromosome
contig_57543,MAG_38,chromosome
contig_57546,MAG_879,unmapped
contig_57547,MAG_513,unmapped
contig_57552,MAG_652,chromosome
contig_57553,MAG_410,chromosome
contig_57554,MAG_528,chromosome
contig_57556,MAG_44,chromosome
contig_57558,MAG_1808,chromosome
contig_57561,MAG_586,unmapped
contig_57564,MAG_101,chromosome
contig_57568,MAG_24,chromosome
contig_57569,MAG_1729,chromosome
contig_57570,MAG_184,chromosome
contig_57572,MAG_184,chromosome
contig_57574,MAG_1783,chromosome
contig_57577,MAG_352,chromosome
contig_57579,MAG_302,chromosome
contig_57581,MAG_389,unmapped
contig_57583,MAG_1004,unmapped
contig_57587,MAG_127,chromosome
contig_57588,MAG_974,chromosome
contig_57593,MAG_60,chromosome
contig_57594,MAG_174,chromosome
contig_57595,MAG_1509,chromosome
contig_57596,MAG_795,chromosome
contig_57597,contig_57597,phage
contig_57606,MAG_1768,chromosome
contig_57623,MAG_76,chromosome
contig_57625,MAG_92,chromosome
contig_57627,MAG_1889,chromosome
contig_57629,MAG_1611,unmapped
contig_57630,MAG_347,unmapped
contig_57631,MAG_151,chromosome
contig_57632,MAG_367,unmapped
contig_57633,MAG_152,chromosome
contig_57635,MAG_1614,chromosome
contig_57636,MAG_4,chromosome
contig_57639,MAG_23,chromosome
contig_57640,MAG_1862,unmapped
contig_57645,MAG_720,unmapped
contig_57646,MAG_1707,chromosome
contig_57653,MAG_66,chromosome
contig_57654,Unbinned MAG,unmapped
contig_57658,MAG_330,chromosome
contig_57659,MAG_276,chromosome
contig_57660,MAG_957,unmapped
contig_57661,MAG_231,chromosome
contig_57662,MAG_1471,chromosome
contig_57665,MAG_118,chromosome
contig_57669,MAG_32,chromosome
contig_57670,MAG_1388,chromosome
contig_57671,MAG_1390,chromosome
contig_57673,contig_57673,phage
contig_57675,MAG_5,chromosome
contig_57676,MAG_455,chromosome
contig_57682,MAG_21,chromosome
contig_57683,MAG_1666,chromosome
contig_57687,MAG_544,chromosome
contig_57690,MAG_355,unmapped
contig_57693,MAG_180,chromosome
contig_57694,MAG_635,chromosome
contig_57696,MAG_222,chromosome
contig_57700,Unbinned MAG,unmapped
contig_57701,Unbinned MAG,unmapped
contig_57702,MAG_413,chromosome
contig_57706,MAG_433,unmapped
contig_57707,MAG_347,unmapped
contig_57709,Unbinned MAG,unmapped
contig_57713,MAG_536,unmapped
contig_57715,MAG_91,chromosome
contig_57720,MAG_220,unmapped
contig_57723,MAG_489,unmapped
contig_57725,contig_57725,phage
contig_57726,contig_57726,phage
contig_57730,MAG_341,chromosome
contig_57734,MAG_981,chromosome
contig_57735,MAG_460,chromosome
contig_57738,MAG_1005,unmapped
contig_57740,MAG_181,unmapped
contig_57742,MAG_250,chromosome
contig_57745,contig_57745,phage
contig_57746,contig_57746,phage
contig_57752,MAG_1685,chromosome
contig_57761,MAG_751,unmapped
contig_57763,MAG_1011,unmapped
contig_57764,MAG_1641,chromosome
contig_57767,MAG_112,chromosome
contig_57770,MAG_1826,chromosome
contig_57771,Unbinned MAG,unmapped
contig_57774,MAG_426,chromosome
contig_57775,MAG_10,chromosome
contig_57776,Unbinned MAG,unmapped
contig_57780,MAG_655,chromosome
contig_57781,MAG_306,unmapped
contig_57784,MAG_1006,unmapped
contig_57789,MAG_14,chromosome
contig_57791,MAG_457,unmapped
contig_57792,MAG_449,chromosome
contig_57796,MAG_664,chromosome
contig_57797,contig_57797,phage
contig_57798,MAG_128,unmapped
contig_57802,MAG_172,chromosome
contig_57805,MAG_302,chromosome
contig_57806,MAG_302,chromosome
contig_57811,MAG_654,chromosome
contig_57812,MAG_104,chromosome
contig_57813,MAG_785,unmapped
contig_57814,MAG_243,chromosome
contig_57815,MAG_239,unmapped
contig_57816,MAG_272,chromosome
contig_57818,MAG_390,chromosome
contig_57822,MAG_151,chromosome
contig_57824,MAG_1647,chromosome
contig_57831,MAG_1630,chromosome
contig_57838,MAG_303,chromosome
contig_57842,MAG_220,unmapped
contig_57843,MAG_383,chromosome
contig_57844,MAG_1723,chromosome
contig_57845,MAG_200,chromosome
contig_57846,MAG_34,chromosome
contig_57853,MAG_254,chromosome
contig_57855,MAG_205,chromosome
contig_57857,MAG_434,chromosome
contig_57858,MAG_429,chromosome
contig_57859,MAG_1163,chromosome
contig_57860,Unbinned MAG,unmapped
contig_57861,MAG_459,unmapped
contig_57864,MAG_1763,chromosome
contig_57865,MAG_1433,unmapped
contig_57866,MAG_274,chromosome
contig_57868,MAG_1471,chromosome
contig_57869,MAG_19,chromosome
contig_57870,MAG_1814,chromosome
contig_57871,MAG_76,chromosome
contig_57875,MAG_84,chromosome
contig_57878,MAG_157,chromosome
contig_57879,MAG_324,chromosome
contig_57880,MAG_1234,chromosome
contig_57881,MAG_1092,chromosome
contig_57882,MAG_305,chromosome
contig_57883,contig_57883,phage
contig_57884,MAG_1774,chromosome
contig_57885,MAG_1164,chromosome
contig_57886,MAG_1463,chromosome
contig_57887,MAG_170,chromosome
contig_57890,MAG_73,chromosome
contig_57892,MAG_7,chromosome
contig_57893,Unbinned MAG,unmapped
contig_57900,MAG_1679,chromosome
contig_57905,MAG_786,chromosome
contig_57906,MAG_237,chromosome
contig_57908,MAG_759,unmapped
contig_5791,MAG_18,chromosome
contig_57910,MAG_26,chromosome
contig_57911,Unbinned MAG,unmapped
contig_57913,MAG_1107,unmapped
contig_57914,MAG_522,chromosome
contig_57916,MAG_49,chromosome
contig_5792,contig_5792,phage
contig_57921,MAG_1642,chromosome
contig_57923,MAG_638,chromosome
contig_57924,MAG_70,chromosome
contig_57925,contig_57925,phage
contig_57926,contig_57926,phage
contig_57927,MAG_115,chromosome
contig_57928,MAG_434,chromosome
contig_57930,MAG_41,chromosome
contig_57931,MAG_253,chromosome
contig_57936,MAG_140,chromosome
contig_57937,MAG_144,chromosome
contig_57938,MAG_433,unmapped
contig_5794,MAG_1754,chromosome
contig_57943,MAG_354,chromosome
contig_57944,MAG_628,chromosome
contig_57946,MAG_864,unmapped
contig_57952,MAG_1122,chromosome
contig_57954,MAG_583,chromosome
contig_57961,contig_57961,phage
contig_57962,MAG_487,unmapped
contig_57963,MAG_577,unmapped
contig_57964,MAG_168,chromosome
contig_57966,MAG_1007,unmapped
contig_57970,MAG_149,chromosome
contig_57971,MAG_552,unmapped
contig_57985,MAG_59,chromosome
contig_57986,MAG_1760,unmapped
contig_57988,MAG_870,chromosome
contig_57992,MAG_750,unmapped
contig_57999,MAG_297,chromosome
contig_5800,MAG_42,chromosome
contig_58000,MAG_204,chromosome
contig_58002,Unbinned MAG,unmapped
contig_58005,MAG_55,chromosome
contig_58007,MAG_623,unmapped
contig_58008,MAG_10,chromosome
contig_5801,Unbinned MAG,unmapped
contig_58011,MAG_194,chromosome
contig_5802,MAG_353,unmapped
contig_58020,MAG_1411,chromosome
contig_58031,MAG_81,chromosome
contig_5804,MAG_559,chromosome
contig_58044,Unbinned MAG,unmapped
contig_58045,MAG_205,chromosome
contig_58049,MAG_1802,unmapped
contig_58054,MAG_122,chromosome
contig_58057,MAG_895,chromosome
contig_58058,MAG_1220,unmapped
contig_58059,MAG_671,chromosome
contig_58061,MAG_205,chromosome
contig_58063,Unbinned MAG,unmapped
contig_58065,MAG_59,unmapped
contig_58066,MAG_132,chromosome
contig_58067,MAG_274,chromosome
contig_58068,MAG_630,unmapped
contig_5807,Unbinned MAG,unmapped
contig_58070,MAG_237,chromosome
contig_58071,MAG_1187,unmapped
contig_58072,MAG_71,chromosome
contig_58077,MAG_47,chromosome
contig_58079,MAG_22,unmapped
contig_58081,MAG_505,unmapped
contig_58089,Unbinned MAG,unmapped
contig_58091,MAG_696,chromosome
contig_58092,MAG_1367,chromosome
contig_58095,MAG_1519,unmapped
contig_58097,MAG_411,unmapped
contig_58099,MAG_351,chromosome
contig_58102,MAG_271,chromosome
contig_58103,contig_58103,plasmid
contig_58104,MAG_340,chromosome
contig_58105,MAG_340,chromosome
contig_58106,MAG_1698,unmapped
contig_58112,MAG_386,chromosome
contig_58116,MAG_643,unmapped
contig_58119,MAG_433,unmapped
contig_58122,MAG_347,unmapped
contig_58127,MAG_58,chromosome
contig_58128,MAG_632,unmapped
contig_58129,MAG_83,chromosome
contig_5813,MAG_1802,unmapped
contig_58132,MAG_893,chromosome
contig_58133,contig_58133,phage
contig_58134,MAG_752,chromosome
contig_58135,MAG_1430,chromosome
contig_58136,MAG_16,chromosome
contig_58137,MAG_4,chromosome
contig_58141,MAG_80,chromosome
contig_58144,MAG_1617,unmapped
contig_58147,Unbinned MAG,unmapped
contig_58149,MAG_1852,chromosome
contig_5815,MAG_1517,chromosome
contig_58153,MAG_144,chromosome
contig_58154,MAG_1426,chromosome
contig_58155,MAG_596,chromosome
contig_58160,MAG_169,chromosome
contig_58161,MAG_31,chromosome
contig_58166,MAG_45,chromosome
contig_58169,contig_58169,phage
contig_58173,MAG_125,chromosome
contig_58181,MAG_462,chromosome
contig_58184,MAG_174,chromosome
contig_58185,MAG_1679,chromosome
contig_58187,MAG_168,chromosome
contig_58188,MAG_1295,chromosome
contig_58189,MAG_487,unmapped
contig_58190,MAG_727,chromosome
contig_58191,MAG_882,chromosome
contig_58192,MAG_665,unmapped
contig_58193,MAG_661,unmapped
contig_58194,MAG_1625,unmapped
contig_58197,MAG_52,chromosome
contig_58205,MAG_102,chromosome
contig_58209,Unbinned MAG,unmapped
contig_5821,MAG_1452,chromosome
contig_58210,MAG_666,chromosome
contig_58211,MAG_345,unmapped
contig_58212,MAG_270,unmapped
contig_58217,contig_58217,phage
contig_58218,MAG_410,chromosome
contig_58219,MAG_53,chromosome
contig_58223,MAG_152,chromosome
contig_58232,MAG_43,chromosome
contig_58238,MAG_1768,chromosome
contig_58245,MAG_419,chromosome
contig_58248,MAG_135,chromosome
contig_58254,MAG_1177,chromosome
contig_58255,MAG_174,chromosome
contig_58260,MAG_618,chromosome
contig_58266,MAG_208,chromosome
contig_58269,Unbinned MAG,unmapped
contig_58270,MAG_381,unmapped
contig_58271,MAG_1873,chromosome
contig_58276,MAG_49,chromosome
contig_5828,MAG_1007,chromosome
contig_58280,MAG_279,chromosome
contig_58282,MAG_147,chromosome
contig_58283,MAG_475,unmapped
contig_58284,MAG_115,chromosome
contig_58285,MAG_178,chromosome
contig_58286,MAG_134,chromosome
contig_58287,MAG_592,unmapped
contig_58288,MAG_576,chromosome
contig_5829,MAG_1746,chromosome
contig_58290,Unbinned MAG,unmapped
contig_58291,MAG_692,unmapped
contig_58295,MAG_352,chromosome
contig_58297,MAG_792,unmapped
contig_58298,MAG_143,chromosome
contig_58299,MAG_24,chromosome
contig_58306,MAG_4,chromosome
contig_58312,MAG_1834,chromosome
contig_58314,MAG_948,unmapped
contig_58317,contig_58317,phage
contig_58319,MAG_92,chromosome
contig_58320,MAG_259,chromosome
contig_58321,MAG_1448,unmapped
contig_58326,MAG_840,chromosome
contig_58328,MAG_74,chromosome
contig_5833,MAG_1043,unmapped
contig_58334,contig_58334,phage
contig_58336,MAG_383,chromosome
contig_58338,MAG_163,chromosome
contig_58340,MAG_875,unmapped
contig_58342,Unbinned MAG,unmapped
contig_58343,MAG_216,chromosome
contig_58348,MAG_64,chromosome
contig_58349,MAG_958,chromosome
contig_5835,MAG_610,unmapped
contig_58350,MAG_61,unmapped
contig_58352,MAG_1662,chromosome
contig_58354,MAG_475,unmapped
contig_58357,MAG_375,unmapped
contig_58362,MAG_1341,chromosome
contig_58365,MAG_20,chromosome
contig_58366,MAG_519,chromosome
contig_58368,Unbinned MAG,unmapped
contig_58370,MAG_1555,chromosome
contig_58374,MAG_11,chromosome
contig_58375,contig_58375,phage
contig_58376,MAG_1580,unmapped
contig_58379,MAG_212,chromosome
contig_58381,MAG_105,chromosome
contig_58385,MAG_354,chromosome
contig_58386,MAG_1466,chromosome
contig_58387,MAG_376,chromosome
contig_58400,MAG_98,chromosome
contig_58404,MAG_1851,unmapped
contig_58405,MAG_1721,chromosome
contig_58406,MAG_248,chromosome
contig_5841,MAG_79,chromosome
contig_58411,MAG_787,chromosome
contig_58416,MAG_609,unmapped
contig_58418,MAG_818,unmapped
contig_5842,MAG_523,chromosome
contig_58421,MAG_654,chromosome
contig_58422,MAG_572,chromosome
contig_5843,MAG_169,chromosome
contig_58430,MAG_67,chromosome
contig_58431,MAG_1781,chromosome
contig_58436,MAG_40,chromosome
contig_58437,MAG_1423,chromosome
contig_58438,Unbinned MAG,unmapped
contig_5844,MAG_1864,unmapped
contig_58443,MAG_41,chromosome
contig_58444,MAG_484,chromosome
contig_58445,MAG_403,chromosome
contig_58449,MAG_101,chromosome
contig_5845,MAG_1864,unmapped
contig_58450,MAG_28,chromosome
contig_58452,MAG_1764,chromosome
contig_58453,MAG_1336,unmapped
contig_58455,MAG_1108,unmapped
contig_58456,MAG_1242,unmapped
contig_58461,Unbinned MAG,unmapped
contig_58464,MAG_26,chromosome
contig_58465,MAG_143,chromosome
contig_58467,MAG_1017,chromosome
contig_58471,MAG_1818,chromosome
contig_58472,MAG_1819,chromosome
contig_58473,MAG_19,chromosome
contig_58474,MAG_189,chromosome
contig_58476,MAG_813,chromosome
contig_58477,MAG_813,chromosome
contig_58478,MAG_95,chromosome
contig_58479,MAG_194,chromosome
contig_58482,MAG_10,chromosome
contig_58484,Unbinned MAG,unmapped
contig_58485,Unbinned MAG,unmapped
contig_58486,MAG_240,chromosome
contig_58487,MAG_52,chromosome
contig_58488,MAG_514,chromosome
contig_5849,Unbinned MAG,unmapped
contig_58492,contig_58492,phage
contig_58495,MAG_56,chromosome
contig_58499,Unbinned MAG,unmapped
contig_58505,MAG_1845,unmapped
contig_58511,MAG_23,chromosome
contig_58513,MAG_1491,unmapped
contig_58524,MAG_1245,unmapped
contig_58527,MAG_375,unmapped
contig_58528,MAG_169,chromosome
contig_5853,MAG_1451,chromosome
contig_58530,MAG_1369,chromosome
contig_5854,MAG_1450,chromosome
contig_58540,MAG_1075,unmapped
contig_58541,MAG_214,chromosome
contig_5855,MAG_1451,chromosome
contig_58550,MAG_1626,chromosome
contig_58552,MAG_867,unmapped
contig_58553,contig_58553,phage
contig_58557,MAG_1490,chromosome
contig_58558,MAG_204,chromosome
contig_5856,MAG_1450,unmapped
contig_58572,MAG_278,unmapped
contig_58575,MAG_109,chromosome
contig_58576,contig_58576,plasmid
contig_58577,MAG_353,unmapped
contig_58578,MAG_87,unmapped
contig_58579,MAG_370,chromosome
contig_58580,MAG_305,chromosome
contig_58582,MAG_32,chromosome
contig_58584,MAG_95,chromosome
contig_58589,MAG_184,chromosome
contig_58590,MAG_161,chromosome
contig_58593,MAG_143,chromosome
contig_58594,MAG_179,unmapped
contig_58596,MAG_863,unmapped
contig_58597,MAG_724,chromosome
contig_58598,MAG_167,chromosome
contig_58599,contig_58599,phage
contig_586,MAG_1678,unmapped
contig_58601,MAG_324,chromosome
contig_58602,contig_58602,phage
contig_58603,MAG_26,chromosome
contig_58608,MAG_521,chromosome
contig_58609,MAG_434,chromosome
contig_58610,Unbinned MAG,unmapped
contig_58611,MAG_122,chromosome
contig_58613,MAG_157,chromosome
contig_58625,MAG_24,chromosome
contig_58626,MAG_604,chromosome
contig_58629,MAG_135,chromosome
contig_58630,MAG_667,chromosome
contig_58632,MAG_436,chromosome
contig_58634,MAG_360,chromosome
contig_58636,MAG_66,chromosome
contig_58637,MAG_45,chromosome
contig_58638,MAG_1683,chromosome
contig_58640,Unbinned MAG,unmapped
contig_58641,MAG_49,chromosome
contig_58643,MAG_116,chromosome
contig_58647,MAG_254,chromosome
contig_58649,contig_58649,phage
contig_58651,Unbinned MAG,unmapped
contig_58652,MAG_1897,unmapped
contig_58654,MAG_1005,chromosome
contig_58656,MAG_511,chromosome
contig_58659,MAG_180,chromosome
contig_58663,MAG_361,unmapped
contig_58666,Unbinned MAG,unmapped
contig_58667,MAG_37,unmapped
contig_58672,MAG_550,unmapped
contig_58674,MAG_1189,chromosome
contig_58678,MAG_354,chromosome
contig_58679,MAG_1408,unmapped
contig_58681,MAG_84,chromosome
contig_58682,MAG_9,chromosome
contig_58685,MAG_1648,unmapped
contig_58689,MAG_798,chromosome
contig_58691,MAG_13,chromosome
contig_58698,Unbinned MAG,unmapped
contig_58700,MAG_184,chromosome
contig_58703,Unbinned MAG,unmapped
contig_58709,MAG_63,unmapped
contig_58713,MAG_193,chromosome
contig_58714,MAG_237,chromosome
contig_58717,contig_58717,phage
contig_58718,MAG_319,chromosome
contig_58720,MAG_115,chromosome
contig_58723,MAG_210,chromosome
contig_58724,MAG_161,chromosome
contig_58725,MAG_1658,unmapped
contig_58727,MAG_1632,chromosome
contig_58730,MAG_657,unmapped
contig_58736,MAG_1420,unmapped
contig_5874,MAG_562,chromosome
contig_58744,MAG_266,chromosome
contig_58745,MAG_1429,chromosome
contig_58748,MAG_1503,chromosome
contig_58752,Unbinned MAG,unmapped
contig_58754,MAG_753,chromosome
contig_58756,MAG_496,chromosome
contig_5876,MAG_504,unmapped
contig_58760,MAG_23,chromosome
contig_58761,MAG_1379,unmapped
contig_58764,MAG_115,unmapped
contig_58766,MAG_4,chromosome
contig_58767,Unbinned MAG,unmapped
contig_58769,MAG_293,chromosome
contig_58771,MAG_1873,chromosome
contig_58774,MAG_76,chromosome
contig_58775,MAG_1305,unmapped
contig_5878,MAG_473,unmapped
contig_58784,MAG_1008,unmapped
contig_58785,MAG_1566,chromosome
contig_58787,MAG_15,chromosome
contig_58789,MAG_763,unmapped
contig_5879,MAG_289,chromosome
contig_58790,MAG_321,chromosome
contig_58793,MAG_143,chromosome
contig_58799,Unbinned MAG,unmapped
contig_58801,MAG_350,chromosome
contig_58804,MAG_8,chromosome
contig_58809,contig_58809,plasmid
contig_58810,MAG_34,chromosome
contig_58815,MAG_226,chromosome
contig_58818,MAG_20,chromosome
contig_58821,Unbinned MAG,unmapped
contig_58823,MAG_839,unmapped
contig_58826,contig_58826,phage
contig_58829,MAG_1442,chromosome
contig_5883,MAG_703,unmapped
contig_58830,MAG_244,chromosome
contig_58834,MAG_925,chromosome
contig_58838,MAG_266,chromosome
contig_58841,MAG_783,unmapped
contig_58842,Unbinned MAG,unmapped
contig_58845,MAG_45,chromosome
contig_58847,MAG_757,chromosome
contig_58848,MAG_124,chromosome
contig_58849,MAG_155,chromosome
contig_58851,MAG_336,chromosome
contig_58855,Unbinned MAG,unmapped
contig_58856,MAG_36,chromosome
contig_58858,MAG_310,chromosome
contig_58860,MAG_227,chromosome
contig_58861,MAG_630,unmapped
contig_58863,MAG_652,chromosome
contig_58864,MAG_16,chromosome
contig_58870,MAG_111,unmapped
contig_58871,MAG_1473,chromosome
contig_58874,MAG_566,chromosome
contig_58875,MAG_73,chromosome
contig_5888,MAG_464,unmapped
contig_58883,MAG_270,chromosome
contig_58888,MAG_173,chromosome
contig_58891,MAG_24,chromosome
contig_58893,MAG_137,chromosome
contig_58894,MAG_137,unmapped
contig_58897,MAG_1079,unmapped
contig_58902,MAG_514,chromosome
contig_58903,MAG_272,chromosome
contig_58904,MAG_275,chromosome
contig_58906,MAG_1685,chromosome
contig_58913,MAG_189,chromosome
contig_58915,MAG_45,chromosome
contig_5892,MAG_464,unmapped
contig_58920,MAG_8,unmapped
contig_58930,contig_58930,phage
contig_58931,contig_58931,phage
contig_58932,MAG_147,chromosome
contig_58933,MAG_4,chromosome
contig_58934,MAG_812,unmapped
contig_58938,MAG_139,chromosome
contig_58946,MAG_1449,chromosome
contig_58949,MAG_469,unmapped
contig_58950,MAG_177,chromosome
contig_58955,MAG_77,chromosome
contig_58958,Unbinned MAG,unmapped
contig_58959,MAG_105,chromosome
contig_5896,MAG_1618,unmapped
contig_58961,MAG_88,chromosome
contig_58962,MAG_867,unmapped
contig_58963,MAG_1614,chromosome
contig_58967,MAG_1128,chromosome
contig_58968,contig_58968,phage
contig_5897,MAG_1116,chromosome
contig_58970,MAG_72,chromosome
contig_58971,Unbinned MAG,unmapped
contig_58973,MAG_27,chromosome
contig_58974,MAG_1676,chromosome
contig_58976,MAG_1351,chromosome
contig_58980,MAG_231,chromosome
contig_58982,MAG_386,chromosome
contig_58984,MAG_91,chromosome
contig_58987,MAG_10,chromosome
contig_58989,MAG_1816,chromosome
contig_58990,MAG_1448,unmapped
contig_58994,MAG_404,chromosome
contig_58999,MAG_200,chromosome
contig_5900,MAG_48,chromosome
contig_59001,MAG_143,chromosome
contig_59003,MAG_254,chromosome
contig_59005,MAG_1467,chromosome
contig_59008,MAG_233,chromosome
contig_59009,MAG_247,chromosome
contig_59015,MAG_4,chromosome
contig_59016,MAG_1205,chromosome
contig_59018,MAG_70,chromosome
contig_59020,MAG_1408,unmapped
contig_59022,MAG_1295,chromosome
contig_59025,MAG_1431,unmapped
contig_59030,MAG_1382,chromosome
contig_59031,MAG_140,chromosome
contig_59034,MAG_155,chromosome
contig_59035,MAG_180,chromosome
contig_59036,MAG_743,chromosome
contig_59039,MAG_711,unmapped
contig_5904,MAG_120,chromosome
contig_59042,MAG_258,chromosome
contig_59043,MAG_991,chromosome
contig_59048,MAG_163,chromosome
contig_59052,MAG_1614,chromosome
contig_59054,MAG_57,chromosome
contig_59058,MAG_1486,unmapped
contig_5906,MAG_115,chromosome
contig_59064,MAG_2,chromosome
contig_59065,MAG_296,chromosome
contig_59066,MAG_39,unmapped
contig_59067,MAG_387,chromosome
contig_59068,Unbinned MAG,unmapped
contig_59069,MAG_17,chromosome
contig_5907,MAG_1878,chromosome
contig_59071,MAG_19,chromosome
contig_59072,MAG_327,unmapped
contig_59076,MAG_706,unmapped
contig_59080,MAG_147,chromosome
contig_59082,MAG_116,chromosome
contig_59083,MAG_1884,chromosome
contig_59084,MAG_591,unmapped
contig_59085,MAG_466,chromosome
contig_59087,MAG_161,chromosome
contig_59089,MAG_68,chromosome
contig_59090,MAG_572,chromosome
contig_59091,MAG_530,chromosome
contig_59092,MAG_11,chromosome
contig_59098,MAG_163,chromosome
contig_59099,MAG_110,chromosome
contig_59100,MAG_682,chromosome
contig_59103,MAG_174,chromosome
contig_59108,MAG_147,chromosome
contig_59110,MAG_704,unmapped
contig_59111,MAG_39,unmapped
contig_59113,MAG_859,unmapped
contig_59117,MAG_926,unmapped
contig_5912,MAG_734,chromosome
contig_59129,MAG_158,chromosome
contig_5913,MAG_1791,chromosome
contig_59133,MAG_148,chromosome
contig_59136,MAG_20,chromosome
contig_59142,MAG_427,unmapped
contig_59143,MAG_1776,unmapped
contig_59145,MAG_720,unmapped
contig_59149,MAG_177,chromosome
contig_59156,MAG_167,chromosome
contig_59158,MAG_178,chromosome
contig_59159,contig_59159,phage
contig_59161,MAG_549,chromosome
contig_59167,MAG_259,unmapped
contig_59171,Unbinned MAG,unmapped
contig_59172,MAG_375,unmapped
contig_59174,MAG_8,chromosome
contig_59175,MAG_1143,unmapped
contig_59176,MAG_1229,unmapped
contig_59177,MAG_261,chromosome
contig_59180,MAG_94,chromosome
contig_59181,MAG_228,chromosome
contig_59192,MAG_556,chromosome
contig_59197,MAG_160,chromosome
contig_59199,MAG_499,chromosome
contig_592,MAG_1009,chromosome
contig_59204,MAG_169,chromosome
contig_59209,MAG_71,chromosome
contig_59212,Unbinned MAG,unmapped
contig_59213,MAG_46,chromosome
contig_59216,MAG_1684,unmapped
contig_59217,MAG_1275,chromosome
contig_59218,MAG_907,unmapped
contig_59221,MAG_216,chromosome
contig_59224,contig_59224,phage
contig_59227,MAG_187,unmapped
contig_59231,MAG_248,chromosome
contig_59232,MAG_1724,chromosome
contig_59235,MAG_410,chromosome
contig_59236,Unbinned MAG,unmapped
contig_59238,MAG_154,chromosome
contig_59239,MAG_189,chromosome
contig_5924,MAG_1794,chromosome
contig_59241,MAG_306,unmapped
contig_59247,contig_59247,phage
contig_59249,MAG_293,unmapped
contig_59252,MAG_49,chromosome
contig_59254,MAG_318,unmapped
contig_59255,MAG_1772,chromosome
contig_59258,MAG_132,chromosome
