Bin index,Category,Phylum,Class,Order,Family,Genus,Species
contig_5487,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_55036,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_55055,plasmid,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
contig_55085,virus,Unclassified,Unclassified,Caudoviralev,Podoviridae,Unclassified,Unclassified
contig_5516,plasmid,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
contig_55166,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_55442,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_55494,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_55596,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_55615,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_55697,virus,Unclassified,Unclassified,Caudoviralev,Podoviridae,Unclassified,Unclassified
contig_55860,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_56002,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_56100,plasmid,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
contig_56141,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_56172,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_56214,plasmid,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
contig_56262,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_56284,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_56563,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_56612,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_56660,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_56672,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_56944,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_56970,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_56971,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_5701,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_57040,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_57164,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_57206,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_57210,virus,Unclassified,Unclassified,Caudoviralev,Podoviridae,Unclassified,Unclassified
contig_57272,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_57442,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_57451,virus,Unclassified,Unclassified,Caudoviralev,Podoviridae,Unclassified,Unclassified
contig_57490,virus,Unclassified,Unclassified,Caudoviralev,Podoviridae,Unclassified,Unclassified
contig_57513,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_57597,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_57673,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_57725,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_57726,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_57745,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_57746,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_57797,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_57883,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_5792,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_57925,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_57926,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_57961,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_58103,plasmid,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
contig_58133,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_58169,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_58217,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_58317,virus,Unclassified,Unclassified,Herpesviralev,Herpesviridae,Unclassified,Unclassified
contig_58334,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_58375,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_58492,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_58553,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_58576,plasmid,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
contig_58599,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_58602,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_58649,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_58717,virus,Unclassified,Unclassified,Herpesviralev,Herpesviridae,Unclassified,Unclassified
contig_58809,plasmid,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
contig_58826,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_58930,virus,Unclassified,Unclassified,Herpesviralev,Herpesviridae,Unclassified,Unclassified
contig_58931,virus,Unclassified,Unclassified,Ligamenviralev,Rudiviridae,Unclassified,Unclassified
contig_58968,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_59159,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_59224,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_59247,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_59270,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_59296,virus,Unclassified,Unclassified,Caudoviralev,Podoviridae,Unclassified,Unclassified
contig_59355,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_59658,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_59707,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_59718,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_59853,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_59904,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_59923,virus,Unclassified,Unclassified,Herpesviralev,Herpesviridae,Unclassified,Unclassified
contig_60013,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_60054,virus,Unclassified,Unclassified,Caudoviralev,Podoviridae,Unclassified,Unclassified
contig_60071,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_60095,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_60145,virus,Unclassified,Unclassified,Caudoviralev,Podoviridae,Unclassified,Unclassified
contig_60158,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_60241,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_60246,plasmid,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
contig_60286,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_60325,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_60406,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_60444,plasmid,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
contig_60552,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_60560,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_60601,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_60610,virus,Unclassified,Unclassified,Caudoviralev,Podoviridae,Unclassified,Unclassified
contig_60743,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_60766,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_60768,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_60805,virus,Unclassified,Unclassified,Caudoviralev,Podoviridae,Unclassified,Unclassified
contig_60861,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_60911,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_60916,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_60969,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_61006,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_61022,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_61026,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_61038,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_61056,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_61058,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_61060,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_61065,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_61066,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_61085,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_61102,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_61106,virus,Unclassified,Unclassified,Ligamenviralev,Lipothrixviridae,Unclassified,Unclassified
contig_61111,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_61114,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_6251,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_6942,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_6944,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_7034,virus,Unclassified,Unclassified,Caudoviralev,Podoviridae,Unclassified,Unclassified
contig_7206,plasmid,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
contig_7212,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_7213,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_7353,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_7455,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_8248,virus,Unclassified,Unclassified,Caudoviralev,Podoviridae,Unclassified,Unclassified
contig_8263,virus,Unclassified,Unclassified,Caudoviralev,Podoviridae,Unclassified,Unclassified
contig_8328,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_8353,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_838,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_8717,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_8731,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_8855,plasmid,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
contig_9193,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_9317,virus,Unclassified,Unclassified,Herpesviralev,Herpesviridae,Unclassified,Unclassified
contig_942,virus,Unclassified,Unclassified,Caudoviralev,Podoviridae,Unclassified,Unclassified
contig_9469,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_9525,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_9639,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_9699,virus,Unclassified,Unclassified,Caudoviralev,Myoviridae,Unclassified,Unclassified
contig_9722,virus,Unclassified,Unclassified,Caudoviralev,Siphoviridae,Unclassified,Unclassified
contig_995,virus,Unclassified,Unclassified,Caudoviralev,Podoviridae,Unclassified,Unclassified
MAG_10,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Alloscillospira,Unclassified
MAG_100,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-170,CAG-170 sp900553545
MAG_1002,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Unclassified
MAG_1009,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,UMGS1668,Unclassified
MAG_101,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAJFPI01,Unclassified
MAG_1015,Unclassified,FirmicuteA,Clostridia,Christensenellales,UBA1242,Unclassified,Unclassified
MAG_1017,Unclassified,FirmicuteA,Clostridia,UMGS1840,HGM11507,Unclassified,Unclassified
MAG_1018,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Evtepia,Unclassified
MAG_102,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,RUG806,Unclassified
MAG_1023,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,HGM04593,Unclassified
MAG_1025,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,HGM04593,Unclassified
MAG_1026,Unclassified,FirmicuteA,Clostridia,Peptostreptococcales,Anaerovoracaceae,RGIG446,RGIG446 sp017621195
MAG_103,Unclassified,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp015061985
MAG_1031,Unclassified,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Unclassified
MAG_1033,Unclassified,FirmicuteA,Clostridia,TANB77,CAG-508,HGM13634,Unclassified
MAG_1036,Unclassified,FirmicuteA,Clostridia,Christensenellales,UBA1242,Onthoplasma,Unclassified
MAG_1037,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,Unclassified
MAG_104,Unclassified,FirmicuteA,Clostridia,Christensenellales,Unclassified,Unclassified,Unclassified
MAG_1040,Unclassified,Proteobacteria,Alphaproteobacteria,Rickettsiales,UBA1997,Unclassified,Unclassified
MAG_1042,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Unclassified
MAG_1044,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,Unclassified
MAG_1049,Unclassified,FirmicuteA,Clostridia,Christensenellales,CAG-138,UBA1685,UBA1685 sp017435905
MAG_105,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Avoscillospira,Unclassified
MAG_1052,Unclassified,FirmicuteA,Clostridia,Oscillospirales,CAG-272,CAG-448,Unclassified
MAG_1057,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1532,Unclassified
MAG_1058,Unclassified,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RUG369,RUG369 sp017466305
MAG_1063,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,RGIG3159,Unclassified
MAG_1065,Unclassified,FirmicuteA,Clostridia,Christensenellales,Borkfalkiaceae,Scatosoma,Unclassified
MAG_1069,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Unclassified
MAG_107,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Paramuribaculum,Paramuribaculum sp900551515
MAG_1070,Unclassified,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RUG369,RUG369 sp017435375
MAG_1074,Unclassified,FirmicuteA,Clostridia,Christensenellales,CAG-138,UBA1685,UBA1685 sp017435905
MAG_1076,Unclassified,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RUG369,RUG369 sp017937485
MAG_1077,Unclassified,FirmicuteA,Clostridia,Oscillospirales,CAG-382,UBA1206,Unclassified
MAG_108,Unclassified,FirmicuteA,Clostridia,Christensenellales,CAG-74,Faecivicinus,Unclassified
MAG_1083,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Unclassified,Unclassified
MAG_109,Unclassified,FirmicuteA,Clostridia,Oscillospirales,CAG-272,RUG11130,Unclassified
MAG_1091,Unclassified,FirmicuteA,Clostridia,Lachnospirales,UBA1390,Unclassified,Unclassified
MAG_1092,Unclassified,FirmicuteA,Clostridia,UMGS1840,HGM11507,Unclassified,Unclassified
MAG_1094,Unclassified,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RUG369,RUG369 sp017937485
MAG_11,Unclassified,FirmicuteA,Clostridia,Christensenellales,CAG-74,RGIG4709,Unclassified
MAG_110,Unclassified,FirmicuteA,Clostridia,Oscillospirales,CAG-272,RUG11130,Unclassified
MAG_1101,Unclassified,FirmicuteB,Dehalobacteriia,UBA4068,UBA5755,Unclassified,Unclassified
MAG_1103,Unclassified,FirmicuteA,Clostridia,Oscillospirales,CAG-272,Avispirillum,Unclassified
MAG_1109,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasoniB
MAG_1112,Unclassified,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Parasutterella,Parasutterella sp900552195
MAG_1113,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,SIG483,Unclassified
MAG_1116,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,RGIG6375,Unclassified
MAG_1117,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Unclassified
MAG_112,Unclassified,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Choladousia,Unclassified
MAG_1120,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1081,Unclassified
MAG_1122,Unclassified,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,RGIG1476,RGIG1476 sp017413255
MAG_1123,Unclassified,FirmicuteA,Clostridia,Oscillospirales,CAG-272,UBA1740,Unclassified
MAG_1126,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Unclassified
MAG_113,Unclassified,FirmicuteA,Clostridia,Christensenellales,Christensenellaceae,Unclassified,Unclassified
MAG_1131,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Bittarella,Unclassified
MAG_1133,Unclassified,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Unclassified
MAG_1134,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,Ruminococcus sp015066925
MAG_1135,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,RGIG3102,Unclassified
MAG_1136,Unclassified,FirmicuteA,Clostridia,Christensenellales,Borkfalkiaceae,Scatosoma,Unclassified
MAG_1137,Unclassified,FirmicuteA,Clostridia,Oscillospirales,JAAYXM01,RGIG7332,Unclassified
MAG_1138,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Unclassified
MAG_1139,Unclassified,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RUG369,RUG369 sp017435375
MAG_1147,Unclassified,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RUG369,RUG369 sp017937485
MAG_115,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,Unclassified
MAG_1150,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,Unclassified
MAG_1152,Unclassified,FirmicuteA,Clostridia,Christensenellales,Christensenellaceae,Unclassified,Unclassified
MAG_116,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,Clostridium_A,Unclassified
MAG_1160,Unclassified,FirmicuteA,Clostridia,Christensenellales,Christensenellaceae,Unclassified,Unclassified
MAG_1162,Unclassified,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,RUG369,Unclassified
MAG_1163,Unclassified,FirmicuteA,Clostridia,Christensenellales,CAG-138,UBA1685,UBA1685 sp017435905
MAG_1164,Unclassified,FirmicuteA,Clostridia,Christensenellales,Christensenellaceae,Unclassified,Unclassified
MAG_1165,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,Unclassified
MAG_1166,Unclassified,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Mailhella,Unclassified
MAG_117,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1081,Unclassified
MAG_1170,Unclassified,FirmicuteA,Clostridia,Christensenellales,CAG-138,UBA1685,UBA1685 sp017435905
MAG_1172,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,UBA738,Unclassified
MAG_1173,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UBA737,Unclassified
MAG_1174,Unclassified,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,RUG11977,Unclassified
MAG_1175,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Unclassified
MAG_1177,Unclassified,FirmicuteC,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister sp000434475
MAG_1178,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,Unclassified
MAG_118,Unclassified,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Unclassified
MAG_1180,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,Unclassified
MAG_1181,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1484,Unclassified
MAG_1182,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,UMGS1668,Unclassified
MAG_1183,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Ruminococcaceae,UMGS1668,UMGS1668 sp017847875
MAG_1184,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Unclassified
MAG_1185,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,HGM04593,Unclassified
MAG_1186,Unclassified,FirmicuteA,Clostridia,Christensenellales,UBA1242,HGM11367,Unclassified
MAG_1189,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1071,Unclassified
MAG_119,Unclassified,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,RGIG4284,Unclassified
MAG_1193,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Limivicinus,Unclassified
MAG_1194,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Unclassified
MAG_1195,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Unclassified
MAG_1196,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum sp003150235
MAG_1199,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp015060075
MAG_12,Unclassified,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter_A,Unclassified
MAG_120,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Evtepia,Unclassified
MAG_1200,Unclassified,FirmicuteA,Clostridia,Christensenellales,UBA1750,SIG373,SIG373 sp015056005
MAG_1202,Unclassified,FirmicuteA,Clostridia,Christensenellales,UBA1242,UBA9845,Unclassified
MAG_1204,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Tidjanibacter,Tidjanibacter sp017521965
MAG_1205,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp017623115
MAG_1206,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Unclassified
MAG_1207,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-177,CAG-177 sp017938985
MAG_121,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Acutalibacteraceae,RGIG7067,Unclassified
MAG_1210,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,HGM04593,HGM04593 sp017407905
MAG_1211,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Tidjanibacter,Tidjanibacter sp017935385
MAG_1212,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Tidjanibacter,Tidjanibacter sp017935385
MAG_1215,Unclassified,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Unclassified,Unclassified
MAG_1216,Unclassified,FirmicuteA,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,Unclassified
MAG_1217,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Unclassified
MAG_1218,Unclassified,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp015061985
MAG_1219,Unclassified,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp015061985
MAG_122,Unclassified,FirmicuteA,Clostridia,Oscillospirales,Oscillospiraceae,Faecousia,Unclassified
MAG_1220,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp017481925
MAG_1221,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,HGM04593,HGM04593 sp017407905
MAG_1222,Unclassified,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp015059845
