Bin index,Contig index
MAG_146,contig_20966
MAG_146,contig_22417
MAG_146,contig_25093
MAG_146,contig_29180
MAG_146,contig_35335
MAG_146,contig_35808
MAG_146,contig_35810
MAG_146,contig_38159
MAG_146,contig_42194
MAG_146,contig_52857
MAG_146,contig_56274
MAG_146,contig_56473
MAG_146,contig_57297
MAG_146,contig_59525
MAG_146,contig_59842
MAG_146,contig_60542
MAG_146,contig_60965
MAG_1460,contig_24054
MAG_1460,contig_40367
MAG_1460,contig_51681
MAG_1460,contig_999
MAG_1461,contig_3222
MAG_1461,contig_4894
MAG_1461,contig_5097
MAG_1461,contig_59791
MAG_1464,contig_33870
MAG_1464,contig_4390
MAG_1464,contig_4395
MAG_1464,contig_54715
MAG_1466,contig_28470
MAG_1466,contig_58386
MAG_147,contig_28253
MAG_147,contig_42865
MAG_147,contig_43641
MAG_147,contig_43979
MAG_147,contig_46713
MAG_147,contig_50996
MAG_147,contig_54394
MAG_147,contig_54548
MAG_147,contig_56266
MAG_147,contig_57348
MAG_147,contig_58282
MAG_147,contig_58932
MAG_147,contig_59080
MAG_147,contig_59108
MAG_147,contig_60353
MAG_147,contig_60539
MAG_147,contig_60796
MAG_1473,contig_17253
MAG_1473,contig_17255
MAG_1473,contig_30186
MAG_1473,contig_56928
MAG_1473,contig_58871
MAG_1473,contig_9157
MAG_148,contig_14192
MAG_148,contig_22725
MAG_148,contig_24573
MAG_148,contig_32278
MAG_148,contig_32280
MAG_148,contig_32282
MAG_148,contig_36655
MAG_148,contig_38171
MAG_148,contig_53130
MAG_148,contig_54510
MAG_148,contig_55193
MAG_148,contig_55458
MAG_148,contig_59133
MAG_148,contig_8389
MAG_148,contig_8394
MAG_1485,contig_10365
MAG_1485,contig_12805
MAG_1485,contig_20098
MAG_1485,contig_2353
MAG_1485,contig_27239
MAG_1485,contig_3248
MAG_1485,contig_3776
MAG_1485,contig_3777
MAG_1485,contig_37987
MAG_1485,contig_4253
MAG_1485,contig_7542
MAG_1485,contig_7548
MAG_149,contig_10807
MAG_149,contig_13608
MAG_149,contig_17160
MAG_149,contig_25219
MAG_149,contig_25415
MAG_149,contig_25416
MAG_149,contig_32082
MAG_149,contig_36292
MAG_149,contig_36294
MAG_149,contig_40071
MAG_149,contig_45199
MAG_149,contig_48033
MAG_149,contig_51806
MAG_149,contig_5656
MAG_149,contig_57970
MAG_149,contig_60963
MAG_149,contig_8957
MAG_1496,contig_20918
MAG_1496,contig_25492
MAG_1496,contig_3874
MAG_1496,contig_3878
MAG_1496,contig_54460
MAG_1497,contig_12105
MAG_1497,contig_17333
MAG_1497,contig_25506
MAG_1497,contig_56951
MAG_15,contig_12925
MAG_15,contig_12926
MAG_15,contig_12929
MAG_15,contig_12939
MAG_15,contig_12945
MAG_15,contig_23261
MAG_15,contig_27053
MAG_15,contig_27054
MAG_15,contig_29247
MAG_15,contig_29249
MAG_15,contig_39537
MAG_15,contig_41649
MAG_15,contig_46745
MAG_15,contig_49932
MAG_15,contig_49935
MAG_15,contig_50567
MAG_15,contig_50568
MAG_15,contig_50570
MAG_15,contig_50571
MAG_15,contig_50573
MAG_15,contig_54243
MAG_15,contig_55124
MAG_15,contig_56235
MAG_15,contig_56237
MAG_15,contig_56238
MAG_15,contig_58787
MAG_15,contig_60669
MAG_15,contig_60799
MAG_15,contig_60800
MAG_1500,contig_11852
MAG_1500,contig_17489
MAG_1502,contig_10627
MAG_1502,contig_17823
MAG_1507,contig_15857
MAG_1507,contig_23991
MAG_1507,contig_35032
MAG_1507,contig_53389
MAG_1507,contig_55049
MAG_1507,contig_57270
MAG_1507,contig_8108
MAG_1507,contig_8109
MAG_1515,contig_15446
MAG_1515,contig_40413
MAG_1515,contig_43154
MAG_1515,contig_45794
MAG_1515,contig_8495
MAG_1524,contig_12419
MAG_1524,contig_12421
MAG_1524,contig_18303
MAG_1524,contig_19274
MAG_1524,contig_19277
MAG_1524,contig_20408
MAG_1524,contig_21303
MAG_1524,contig_27946
MAG_1524,contig_34246
MAG_1524,contig_43666
MAG_1524,contig_4811
MAG_1524,contig_5388
MAG_1524,contig_5500
MAG_1524,contig_56134
MAG_1524,contig_56862
MAG_1524,contig_7788
MAG_1524,contig_9661
MAG_1534,contig_29693
MAG_1534,contig_30594
MAG_1534,contig_56865
MAG_1539,contig_30246
MAG_1539,contig_33717
MAG_1539,contig_42995
MAG_1539,contig_4606
MAG_1539,contig_6891
MAG_1541,contig_13350
MAG_1541,contig_14560
MAG_1541,contig_14561
MAG_1541,contig_16463
MAG_1541,contig_55231
MAG_1541,contig_6193
MAG_1541,contig_9547
MAG_155,contig_21879
MAG_155,contig_26908
MAG_155,contig_33413
MAG_155,contig_35989
MAG_155,contig_36944
MAG_155,contig_40143
MAG_155,contig_40937
MAG_155,contig_47008
MAG_155,contig_51185
MAG_155,contig_54662
MAG_155,contig_56740
MAG_155,contig_57456
MAG_155,contig_58849
MAG_155,contig_59034
MAG_155,contig_60705
MAG_1550,contig_10359
MAG_1550,contig_34729
MAG_1550,contig_6726
MAG_1551,contig_29468
MAG_1551,contig_38755
MAG_1551,contig_42115
MAG_1551,contig_42117
MAG_1551,contig_48456
MAG_1551,contig_5025
MAG_1564,contig_53589
MAG_1569,contig_19577
MAG_1569,contig_29131
MAG_1569,contig_29133
MAG_1570,contig_19578
MAG_1570,contig_29129
MAG_1571,contig_14898
MAG_1571,contig_19376
MAG_1571,contig_2110
MAG_1571,contig_23132
MAG_1571,contig_2455
MAG_1571,contig_27753
MAG_1571,contig_38683
MAG_1571,contig_40110
MAG_1580,contig_18723
MAG_1580,contig_3454
MAG_1580,contig_58376
MAG_1580,contig_60227
MAG_1580,contig_60472
MAG_1583,contig_14628
MAG_1583,contig_2805
MAG_1583,contig_46756
MAG_159,contig_12178
MAG_159,contig_1393
MAG_159,contig_1394
MAG_159,contig_14102
MAG_159,contig_24257
MAG_159,contig_24435
MAG_159,contig_24452
MAG_159,contig_24466
MAG_159,contig_468
MAG_159,contig_8919
MAG_1596,contig_10701
MAG_1596,contig_14472
MAG_1596,contig_23257
MAG_1596,contig_2763
MAG_1596,contig_38147
MAG_1596,contig_51682
MAG_16,contig_10931
MAG_16,contig_19409
MAG_16,contig_19885
MAG_16,contig_29299
MAG_16,contig_30995
MAG_16,contig_32141
MAG_16,contig_32705
MAG_16,contig_33516
MAG_16,contig_34118
MAG_16,contig_36967
MAG_16,contig_40899
MAG_16,contig_42801
MAG_16,contig_45180
MAG_16,contig_46391
MAG_16,contig_47796
MAG_16,contig_48261
MAG_16,contig_48317
MAG_16,contig_48721
MAG_16,contig_51035
MAG_16,contig_53630
MAG_16,contig_54012
MAG_16,contig_54953
MAG_16,contig_58136
MAG_16,contig_58864
MAG_16,contig_59363
MAG_16,contig_60192
MAG_16,contig_60578
MAG_16,contig_60983
MAG_16,contig_7522
MAG_160,contig_10330
MAG_160,contig_20185
MAG_160,contig_39504
MAG_160,contig_40906
MAG_160,contig_41782
MAG_160,contig_48893
MAG_160,contig_49228
MAG_160,contig_50121
MAG_160,contig_52717
MAG_160,contig_53240
MAG_160,contig_55079
MAG_160,contig_55985
MAG_160,contig_57434
MAG_160,contig_59197
MAG_160,contig_60125
MAG_160,contig_60636
MAG_1603,contig_14026
MAG_1603,contig_60729
MAG_1607,contig_21696
MAG_1607,contig_27060
MAG_1607,contig_39021
MAG_1607,contig_39025
MAG_1607,contig_4391
MAG_1607,contig_4394
MAG_1607,contig_5215
MAG_161,contig_10212
MAG_161,contig_10908
MAG_161,contig_19351
MAG_161,contig_20194
MAG_161,contig_29151
MAG_161,contig_30014
MAG_161,contig_3172
MAG_161,contig_48518
MAG_161,contig_49333
MAG_161,contig_55644
MAG_161,contig_58590
MAG_161,contig_58724
MAG_161,contig_59087
MAG_161,contig_59496
MAG_161,contig_60843
MAG_161,contig_7677
MAG_1614,contig_15819
MAG_1614,contig_27772
MAG_1614,contig_30749
MAG_1614,contig_3900
MAG_1614,contig_51514
MAG_1614,contig_56445
MAG_1614,contig_57635
MAG_1614,contig_58963
MAG_1614,contig_59052
MAG_1618,contig_17576
MAG_1618,contig_3802
MAG_1618,contig_5896
MAG_162,contig_12790
MAG_162,contig_20527
MAG_162,contig_22955
MAG_162,contig_25739
MAG_162,contig_31679
MAG_162,contig_32317
MAG_162,contig_41510
MAG_162,contig_42129
MAG_162,contig_44226
MAG_162,contig_46549
MAG_162,contig_48848
MAG_162,contig_49281
MAG_162,contig_49959
MAG_162,contig_50584
MAG_162,contig_9328
MAG_162,contig_9549
MAG_1622,contig_18015
MAG_1622,contig_55026
MAG_1624,contig_15238
MAG_1624,contig_15239
MAG_1624,contig_17150
MAG_1624,contig_23220
MAG_1624,contig_23698
MAG_1624,contig_26311
MAG_1624,contig_26363
MAG_1624,contig_49195
MAG_1624,contig_51857
MAG_1629,contig_11796
MAG_1629,contig_12922
MAG_1629,contig_17041
MAG_1629,contig_17759
MAG_1629,contig_26115
MAG_1629,contig_28711
MAG_163,contig_17425
MAG_163,contig_24931
MAG_163,contig_35896
MAG_163,contig_38950
MAG_163,contig_43373
MAG_163,contig_44513
MAG_163,contig_45032
MAG_163,contig_47240
MAG_163,contig_52040
MAG_163,contig_54609
MAG_163,contig_58338
MAG_163,contig_59048
MAG_163,contig_59098
MAG_163,contig_59348
MAG_163,contig_59823
MAG_163,contig_8820
MAG_1636,contig_15090
MAG_1636,contig_17971
MAG_1636,contig_32793
MAG_1636,contig_37793
MAG_1636,contig_7864
MAG_1636,contig_8266
MAG_1641,contig_23210
MAG_1641,contig_30308
MAG_1641,contig_32310
MAG_1641,contig_34138
MAG_1641,contig_34143
MAG_1641,contig_48088
MAG_1641,contig_57764
MAG_1641,contig_6071
MAG_1642,contig_30205
MAG_1642,contig_30307
MAG_1642,contig_34139
MAG_1642,contig_48087
MAG_1642,contig_57007
MAG_1642,contig_57921
MAG_1642,contig_6072
MAG_1642,contig_8653
MAG_1646,contig_10595
MAG_1646,contig_16513
MAG_1646,contig_16520
MAG_1646,contig_16636
MAG_1646,contig_20762
MAG_1646,contig_21573
MAG_1646,contig_22686
MAG_1646,contig_27214
MAG_1646,contig_36394
MAG_1646,contig_54896
MAG_1646,contig_56840
MAG_1648,contig_18226
MAG_1648,contig_55153
MAG_1648,contig_58685
MAG_1649,contig_49352
MAG_165,contig_18811
MAG_165,contig_36742
MAG_1654,contig_1472
MAG_1654,contig_17140
MAG_1654,contig_21036
MAG_1654,contig_21418
MAG_1654,contig_35774
MAG_1654,contig_46070
MAG_1654,contig_4777
MAG_1654,contig_55032
MAG_1654,contig_55555
MAG_1656,contig_10069
MAG_1656,contig_14367
MAG_1656,contig_14370
MAG_1656,contig_21140
MAG_166,contig_11563
MAG_166,contig_13854
MAG_166,contig_24404
MAG_166,contig_39480
MAG_166,contig_4446
MAG_166,contig_47248
MAG_166,contig_51551
MAG_166,contig_55276
MAG_166,contig_55277
MAG_166,contig_6402
MAG_166,contig_6409
MAG_166,contig_7179
MAG_167,contig_23333
MAG_167,contig_23702
MAG_167,contig_31960
MAG_167,contig_42593
MAG_167,contig_43114
MAG_167,contig_50785
MAG_167,contig_53526
MAG_167,contig_56017
MAG_167,contig_56679
MAG_167,contig_57335
MAG_167,contig_58598
MAG_167,contig_59156
MAG_167,contig_59410
MAG_167,contig_59915
MAG_167,contig_60431
MAG_167,contig_7923
MAG_1674,contig_10879
MAG_1674,contig_55892
MAG_1677,contig_10573
MAG_1677,contig_14044
MAG_1677,contig_52828
MAG_1679,contig_11185
MAG_1679,contig_13122
MAG_1679,contig_13991
MAG_1679,contig_17913
MAG_1679,contig_1982
MAG_1679,contig_22156
MAG_1679,contig_24925
MAG_1679,contig_3534
MAG_1679,contig_46
MAG_1679,contig_56151
MAG_1679,contig_57900
MAG_1679,contig_58185
MAG_168,contig_14056
MAG_168,contig_30992
MAG_168,contig_34078
MAG_168,contig_36485
MAG_168,contig_37700
MAG_168,contig_43174
MAG_168,contig_46385
MAG_168,contig_47478
MAG_168,contig_51413
MAG_168,contig_57964
MAG_168,contig_58187
MAG_168,contig_59305
MAG_168,contig_59611
MAG_168,contig_60549
MAG_168,contig_6563
MAG_168,contig_8569
MAG_1685,contig_10470
MAG_1685,contig_14095
MAG_1685,contig_4869
MAG_1685,contig_57752
MAG_1685,contig_58906
MAG_169,contig_11572
MAG_169,contig_11674
MAG_169,contig_22416
MAG_169,contig_23600
MAG_169,contig_24416
MAG_169,contig_35938
MAG_169,contig_38446
MAG_169,contig_51140
MAG_169,contig_56005
MAG_169,contig_56551
MAG_169,contig_58160
MAG_169,contig_5843
MAG_169,contig_58528
MAG_169,contig_59204
MAG_169,contig_60462
MAG_1694,contig_13910
MAG_1694,contig_13915
MAG_1694,contig_13934
MAG_1694,contig_3343
MAG_1694,contig_54791
MAG_1694,contig_55695
MAG_1694,contig_9753
MAG_1695,contig_11126
MAG_1695,contig_13945
MAG_1695,contig_2819
MAG_1695,contig_9758
MAG_1697,contig_33410
MAG_1699,contig_10890
MAG_1699,contig_22272
MAG_1699,contig_30270
MAG_1699,contig_50149
MAG_1699,contig_8620
MAG_17,contig_14119
MAG_17,contig_17277
MAG_17,contig_20523
MAG_17,contig_22625
MAG_17,contig_23171
MAG_17,contig_23951
MAG_17,contig_24206
MAG_17,contig_24637
MAG_17,contig_27115
MAG_17,contig_30290
MAG_17,contig_37051
MAG_17,contig_38185
MAG_17,contig_40868
MAG_17,contig_42293
MAG_17,contig_45881
MAG_17,contig_46727
MAG_17,contig_49029
MAG_17,contig_50848
MAG_17,contig_51251
MAG_17,contig_51657
MAG_17,contig_52053
MAG_17,contig_53565
MAG_17,contig_53922
MAG_17,contig_55751
MAG_17,contig_55904
MAG_17,contig_5636
MAG_17,contig_59069
MAG_17,contig_59377
MAG_1704,contig_33079
MAG_1704,contig_6443
MAG_1704,contig_6580
MAG_1707,contig_11809
MAG_1707,contig_32209
MAG_1707,contig_34171
MAG_1707,contig_34187
MAG_1707,contig_41823
MAG_1707,contig_57646
MAG_1707,contig_8702
MAG_1707,contig_8752
MAG_171,contig_2046
MAG_171,contig_33942
MAG_171,contig_37025
MAG_171,contig_38340
MAG_171,contig_43231
MAG_171,contig_45620
MAG_171,contig_46165
MAG_171,contig_47918
MAG_171,contig_52182
MAG_171,contig_53601
MAG_171,contig_59331
MAG_171,contig_59440
MAG_171,contig_59541
MAG_171,contig_60688
MAG_171,contig_60860
MAG_1710,contig_41055
MAG_1710,contig_50012
MAG_1710,contig_50013
MAG_1710,contig_50580
MAG_1710,contig_52240
MAG_1710,contig_52753
MAG_1710,contig_53423
MAG_1714,contig_15476
MAG_1714,contig_26206
MAG_1714,contig_28588
MAG_1714,contig_3012
MAG_1714,contig_4068
MAG_1714,contig_42297
MAG_1714,contig_43350
MAG_1714,contig_59469
MAG_1718,contig_20893
MAG_1718,contig_26172
MAG_1718,contig_26493
MAG_1718,contig_30302
MAG_1718,contig_31853
MAG_1718,contig_3281
MAG_1718,contig_3315
MAG_1724,contig_20277
MAG_1724,contig_3005
MAG_1724,contig_32545
MAG_1724,contig_38510
MAG_1724,contig_42103
MAG_1724,contig_43000
MAG_1724,contig_43556
MAG_1724,contig_48531
MAG_1724,contig_59232
MAG_1739,contig_15578
MAG_1739,contig_37617
MAG_1739,contig_56084
MAG_174,contig_15981
MAG_174,contig_20794
MAG_174,contig_35280
MAG_174,contig_41050
MAG_174,contig_44315
MAG_174,contig_45235
MAG_174,contig_49742
MAG_174,contig_54900
MAG_174,contig_56754
MAG_174,contig_57351
MAG_174,contig_57594
MAG_174,contig_58184
MAG_174,contig_58255
MAG_174,contig_59103
MAG_174,contig_8081
MAG_1741,contig_13085
MAG_1741,contig_18716
MAG_1741,contig_3438
MAG_1741,contig_40730
MAG_175,contig_16679
MAG_175,contig_19711
MAG_175,contig_25268
MAG_175,contig_25269
MAG_175,contig_32130
MAG_175,contig_42243
MAG_175,contig_42299
MAG_175,contig_45401
MAG_175,contig_45552
MAG_175,contig_51267
MAG_175,contig_51588
MAG_175,contig_52728
MAG_175,contig_55342
MAG_175,contig_59457
MAG_175,contig_7959
MAG_1751,contig_1473
MAG_1751,contig_1476
MAG_1751,contig_1484
MAG_1751,contig_1485
MAG_1755,contig_13155
MAG_1755,contig_17418
MAG_1755,contig_26852
MAG_1755,contig_27369
MAG_1755,contig_56221
MAG_1755,contig_9956
MAG_1755,contig_9958
MAG_1757,contig_13798
MAG_1757,contig_5488
MAG_1757,contig_8256
MAG_1757,contig_8260
MAG_177,contig_11011
MAG_177,contig_11825
MAG_177,contig_18750
MAG_177,contig_30865
MAG_177,contig_33854
MAG_177,contig_39096
MAG_177,contig_45399
MAG_177,contig_51897
MAG_177,contig_52566
MAG_177,contig_56025
MAG_177,contig_58950
MAG_177,contig_59149
MAG_177,contig_59675
MAG_177,contig_60213
MAG_1773,contig_10217
MAG_1773,contig_10690
MAG_1773,contig_10692
MAG_1773,contig_19901
MAG_1773,contig_27774
MAG_1773,contig_400
MAG_1773,contig_4355
MAG_1773,contig_6305
MAG_1777,contig_10882
MAG_1777,contig_33996
MAG_1777,contig_4172
MAG_178,contig_11144
MAG_178,contig_12258
MAG_178,contig_12981
MAG_178,contig_23379
MAG_178,contig_23381
MAG_178,contig_25615
MAG_178,contig_29599
MAG_178,contig_4056
MAG_178,contig_48889
MAG_178,contig_5381
MAG_178,contig_54627
MAG_178,contig_54972
MAG_178,contig_58285
MAG_178,contig_59158
MAG_178,contig_7596
MAG_1785,contig_10919
MAG_1785,contig_15858
MAG_1785,contig_16489
MAG_1785,contig_30746
MAG_1785,contig_41003
MAG_1785,contig_48306
MAG_1788,contig_20106
MAG_1788,contig_20416
MAG_1788,contig_59300
MAG_1788,contig_60162
MAG_1789,contig_27932
MAG_1789,contig_54855
MAG_1789,contig_56759
MAG_1789,contig_59530
MAG_179,contig_15894
MAG_179,contig_15895
MAG_179,contig_19712
MAG_179,contig_19715
MAG_179,contig_23275
MAG_179,contig_27433
MAG_179,contig_27620
MAG_179,contig_27671
MAG_179,contig_37418
MAG_179,contig_41010
MAG_179,contig_44702
MAG_179,contig_54350
MAG_179,contig_58594
MAG_179,contig_61025
MAG_179,contig_7263
MAG_1792,contig_246
MAG_1792,contig_5949
MAG_1792,contig_6861
MAG_1792,contig_6880
MAG_1795,contig_13780
MAG_1795,contig_15370
MAG_1795,contig_2428
MAG_1795,contig_4439
MAG_1795,contig_8837
MAG_18,contig_11093
MAG_18,contig_11139
MAG_18,contig_17342
MAG_18,contig_20048
MAG_18,contig_25625
MAG_18,contig_25742
MAG_18,contig_25852
MAG_18,contig_29518
MAG_18,contig_31180
MAG_18,contig_31470
MAG_18,contig_3738
MAG_18,contig_38502
MAG_18,contig_44272
MAG_18,contig_44274
MAG_18,contig_44467
MAG_18,contig_46005
MAG_18,contig_4635
MAG_18,contig_48283
MAG_18,contig_50679
MAG_18,contig_5103
MAG_18,contig_53194
MAG_18,contig_53230
MAG_18,contig_53523
MAG_18,contig_57084
MAG_18,contig_57287
MAG_18,contig_5791
MAG_18,contig_59607
MAG_18,contig_9207
MAG_180,contig_14332
MAG_180,contig_20255
MAG_180,contig_23041
MAG_180,contig_26074
MAG_180,contig_26589
MAG_180,contig_28404
MAG_180,contig_36936
MAG_180,contig_54623
MAG_180,contig_54815
MAG_180,contig_54817
MAG_180,contig_56478
MAG_180,contig_57693
MAG_180,contig_58659
MAG_180,contig_59035
MAG_180,contig_59676
MAG_1801,contig_22632
MAG_1801,contig_31529
MAG_1801,contig_59494
MAG_1808,contig_21564
MAG_1808,contig_29754
MAG_1808,contig_29757
MAG_1808,contig_3730
MAG_1808,contig_43440
MAG_1808,contig_43441
MAG_1808,contig_55113
MAG_1808,contig_56118
MAG_1808,contig_57558
MAG_1808,contig_6079
MAG_181,contig_16322
MAG_181,contig_18560
MAG_181,contig_28093
MAG_181,contig_29746
MAG_181,contig_35298
MAG_181,contig_38863
MAG_181,contig_47221
MAG_181,contig_51151
MAG_181,contig_53076
MAG_181,contig_53416
MAG_181,contig_56787
MAG_181,contig_57480
MAG_181,contig_57740
MAG_181,contig_60268
MAG_181,contig_60710
MAG_1822,contig_17993
MAG_1822,contig_29584
MAG_1822,contig_59493
MAG_1823,contig_24553
MAG_1823,contig_25537
MAG_1823,contig_2746
MAG_1823,contig_28784
MAG_1823,contig_52219
MAG_1824,contig_29373
MAG_1824,contig_37690
MAG_1824,contig_38798
MAG_1824,contig_60572
MAG_1826,contig_1000
MAG_1826,contig_2010
MAG_1826,contig_2615
MAG_1826,contig_35670
MAG_1826,contig_57770
MAG_183,contig_16429
MAG_183,contig_17666
MAG_183,contig_17728
MAG_183,contig_20907
MAG_183,contig_21693
MAG_183,contig_2412
MAG_183,contig_24207
MAG_183,contig_35819
MAG_183,contig_51351
MAG_183,contig_51352
MAG_183,contig_55098
MAG_183,contig_59500
MAG_183,contig_8832
MAG_183,contig_8833
MAG_183,contig_8834
MAG_1837,contig_2003
MAG_1837,contig_60815
MAG_1838,contig_1234
MAG_1838,contig_20351
MAG_1839,contig_11067
MAG_1839,contig_15951
MAG_1839,contig_16685
MAG_1839,contig_477
MAG_1839,contig_49572
MAG_1839,contig_9560
MAG_184,contig_11264
MAG_184,contig_21010
MAG_184,contig_21012
MAG_184,contig_21013
MAG_184,contig_215
MAG_184,contig_40217
MAG_184,contig_48731
MAG_184,contig_54190
MAG_184,contig_56460
MAG_184,contig_57570
MAG_184,contig_57572
MAG_184,contig_58589
MAG_184,contig_58700
MAG_184,contig_60161
MAG_1847,contig_1372
MAG_1847,contig_42700
MAG_1847,contig_54257
MAG_1848,contig_38559
MAG_1848,contig_38570
MAG_1848,contig_50016
MAG_185,contig_18684
MAG_185,contig_18685
MAG_185,contig_2142
MAG_185,contig_2414
MAG_185,contig_27941
MAG_185,contig_2859
MAG_185,contig_35443
MAG_185,contig_38421
MAG_185,contig_4639
MAG_185,contig_55172
MAG_185,contig_56213
MAG_185,contig_56409
MAG_185,contig_57196
MAG_185,contig_695
MAG_1855,contig_12656
MAG_1855,contig_13763
MAG_1855,contig_34715
MAG_1855,contig_35732
MAG_1855,contig_38820
MAG_1855,contig_54402
MAG_1855,contig_811
MAG_186,contig_25832
MAG_186,contig_2627
MAG_186,contig_29814
MAG_186,contig_31085
MAG_186,contig_3116
MAG_186,contig_3229
MAG_186,contig_39959
MAG_186,contig_40875
MAG_186,contig_44311
MAG_186,contig_50727
MAG_186,contig_52314
MAG_186,contig_52624
MAG_186,contig_52942
MAG_186,contig_53146
MAG_186,contig_59902
MAG_188,contig_10541
MAG_188,contig_14675
MAG_188,contig_17356
MAG_188,contig_22529
MAG_188,contig_22766
MAG_188,contig_24703
MAG_188,contig_2699
MAG_188,contig_46006
MAG_188,contig_52773
MAG_188,contig_55894
MAG_188,contig_60045
MAG_188,contig_6457
MAG_188,contig_9429
MAG_189,contig_28666
MAG_189,contig_34297
MAG_189,contig_35178
MAG_189,contig_36336
MAG_189,contig_38812
MAG_189,contig_39116
MAG_189,contig_42437
MAG_189,contig_43321
MAG_189,contig_44260
MAG_189,contig_48971
MAG_189,contig_49411
MAG_189,contig_58474
MAG_189,contig_58913
MAG_189,contig_59239
MAG_19,contig_12370
MAG_19,contig_14272
MAG_19,contig_15773
MAG_19,contig_18371
MAG_19,contig_23215
MAG_19,contig_24336
MAG_19,contig_29769
MAG_19,contig_30110
MAG_19,contig_31198
MAG_19,contig_41060
MAG_19,contig_45385
MAG_19,contig_47973
MAG_19,contig_5165
MAG_19,contig_54867
MAG_19,contig_55976
MAG_19,contig_56720
MAG_19,contig_57869
MAG_19,contig_58473
MAG_19,contig_59071
MAG_19,contig_60529
MAG_19,contig_6096
MAG_19,contig_6097
MAG_19,contig_61053
MAG_19,contig_6112
MAG_19,contig_8216
MAG_19,contig_9545
MAG_20,contig_13335
MAG_20,contig_14671
MAG_20,contig_15429
MAG_20,contig_15790
MAG_20,contig_15791
MAG_20,contig_17260
MAG_20,contig_21503
MAG_20,contig_22037
MAG_20,contig_22775
MAG_20,contig_26091
MAG_20,contig_26094
MAG_20,contig_29193
MAG_20,contig_29194
MAG_20,contig_31022
MAG_20,contig_31504
MAG_20,contig_31947
MAG_20,contig_32069
MAG_20,contig_42236
MAG_20,contig_42238
MAG_20,contig_4615
MAG_20,contig_4617
MAG_20,contig_4793
MAG_20,contig_56390
MAG_20,contig_58365
MAG_20,contig_58818
MAG_20,contig_59136
MAG_20,contig_6220
MAG_20,contig_8549
MAG_200,contig_12653
MAG_200,contig_14841
MAG_200,contig_22862
MAG_200,contig_22863
MAG_200,contig_26759
MAG_200,contig_36657
MAG_200,contig_43390
MAG_200,contig_44466
MAG_200,contig_46538
MAG_200,contig_53162
MAG_200,contig_57845
MAG_200,contig_58999
MAG_200,contig_59947
MAG_200,contig_61094
MAG_202,contig_11354
MAG_202,contig_14908
MAG_202,contig_23990
MAG_202,contig_35018
MAG_202,contig_38589
MAG_202,contig_41044
MAG_202,contig_41562
MAG_202,contig_46838
MAG_202,contig_50122
MAG_202,contig_50290
MAG_202,contig_53449
MAG_202,contig_57359
MAG_202,contig_59943
MAG_202,contig_9721
MAG_204,contig_10145
MAG_204,contig_10350
MAG_204,contig_15746
MAG_204,contig_15747
MAG_204,contig_23833
MAG_204,contig_28460
MAG_204,contig_34392
MAG_204,contig_34393
MAG_204,contig_5241
MAG_204,contig_57008
MAG_204,contig_58000
MAG_204,contig_58558
MAG_204,contig_59918
MAG_204,contig_9449
MAG_205,contig_14323
MAG_205,contig_28425
MAG_205,contig_32362
MAG_205,contig_38445
MAG_205,contig_43517
MAG_205,contig_54120
MAG_205,contig_54708
MAG_205,contig_57855
MAG_205,contig_58045
MAG_205,contig_58061
MAG_205,contig_59775
MAG_206,contig_17807
MAG_206,contig_2063
MAG_206,contig_28000
MAG_206,contig_28001
MAG_206,contig_28107
MAG_206,contig_30141
MAG_206,contig_3586
MAG_206,contig_35945
MAG_206,contig_36385
MAG_206,contig_47972
MAG_206,contig_50484
MAG_206,contig_52565
MAG_206,contig_55918
MAG_206,contig_57352
MAG_207,contig_14219
MAG_207,contig_17216
MAG_207,contig_20115
MAG_207,contig_24097
MAG_207,contig_27287
MAG_207,contig_42624
MAG_207,contig_50228
MAG_207,contig_50589
MAG_207,contig_52570
MAG_207,contig_53936
MAG_207,contig_54881
MAG_207,contig_57517
MAG_207,contig_60618
MAG_207,contig_8178
MAG_21,contig_11904
MAG_21,contig_11905
MAG_21,contig_15930
MAG_21,contig_1860
MAG_21,contig_2053
MAG_21,contig_22768
MAG_21,contig_26505
MAG_21,contig_29187
MAG_21,contig_32936
MAG_21,contig_33099
MAG_21,contig_33616
MAG_21,contig_35304
MAG_21,contig_35943
MAG_21,contig_36806
MAG_21,contig_38089
MAG_21,contig_4030
MAG_21,contig_40506
MAG_21,contig_44059
MAG_21,contig_47970
MAG_21,contig_54419
MAG_21,contig_54420
MAG_21,contig_55782
MAG_21,contig_57275
MAG_21,contig_57478
MAG_21,contig_57682
MAG_21,contig_598
MAG_21,contig_60357
MAG_21,contig_60851
MAG_210,contig_14311
MAG_210,contig_14873
MAG_210,contig_21528
MAG_210,contig_27904
MAG_210,contig_28609
MAG_210,contig_28612
MAG_210,contig_28622
MAG_210,contig_28630
MAG_210,contig_28634
MAG_210,contig_28638
MAG_210,contig_33342
MAG_210,contig_3712
MAG_210,contig_58723
MAG_210,contig_6214
MAG_211,contig_1306
MAG_211,contig_1307
MAG_211,contig_17062
MAG_211,contig_18875
MAG_211,contig_22903
MAG_211,contig_23827
MAG_211,contig_25592
MAG_211,contig_3220
MAG_211,contig_40477
MAG_211,contig_43594
MAG_211,contig_51133
MAG_211,contig_5658
MAG_212,contig_18923
MAG_212,contig_19089
MAG_212,contig_19433
MAG_212,contig_22911
